country,iso_code,id_day_vaccinations,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Mexico,MEX,310,29/10/2021,118849796,71366205,55942853,1616221,698884,91.24,54.79,42.95,5365,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,311,30/10/2021,126095919,74560444,60366148,7246123,1648223,96.8,57.24,46.34,12653,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,312,31/10/2021,126339370,74607721,60565545,243451,1593341,96.99,57.28,46.5,12232,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,313,01/11/2021,126429271,74634486,60629516,89901,1543520,97.06,57.3,46.54,11849,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,314,02/11/2021,126429271,74634486,60629516,89901,1319263,97.06,57.3,46.54,10128,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,315,03/11/2021,126522110,74642433,60714988,89901,1249278,97.13,57.3,46.61,9590,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,316,04/11/2021,126884663,74687340,61036413,362553,1224455,97.41,57.34,46.86,9400,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,317,05/11/2021,126884663,74687340,61036413,362553,1212427,97.41,57.34,46.86,9308,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,318,06/11/2021,126884663,74687340,61036413,362553,241855,97.41,57.34,46.86,1857,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,319,07/11/2021,128241025,74937548,62164245,362553,271665,98.45,57.53,47.72,2086,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,320,08/11/2021,128356362,74953313,62264479,115337,275299,98.54,57.54,47.8,2113,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,321,09/11/2021,128356362,74953313,62264479,115337,310374,98.54,57.54,47.8,2383,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,322,10/11/2021,128940251,75170848,62684986,115337,345449,98.99,57.71,48.12,2652,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,323,11/11/2021,129201826,75260370,62881897,261575,331023,99.19,57.78,48.27,2541,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,324,12/11/2021,129201826,75260370,62881897,261575,295212,99.19,57.78,48.27,2266,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,325,13/11/2021,129201826,75260370,62881897,261575,259400,99.19,57.78,48.27,1991,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,326,14/11/2021,129806147,75439928,63353433,261575,223589,99.65,57.91,48.64,1716,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,327,15/11/2021,129859458,75455207,63394870,53311,214728,99.69,57.93,48.67,1648,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,328,16/11/2021,129874396,75459027,63407243,14938,175156,99.7,57.93,48.68,1345,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,329,17/11/2021,129993156,75497762,63495569,118760,150415,99.79,57.96,48.74,1155,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,330,18/11/2021,130244910,75577084,63690510,251754,149012,99.99,58.02,48.89,1144,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,331,19/11/2021,130244910,75577084,63690510,251754,159156,99.99,58.02,48.89,1222,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,332,20/11/2021,130789808,75785054,63690510,251754,169300,100.41,58.18,49.23,1300,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,333,21/11/2021,130975650,75862107,64249748,185842,167072,100.55,58.24,49.32,1283,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,334,22/11/2021,131075161,75896683,64317192,99511,173672,100.62,58.26,49.38,1333,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,335,23/11/2021,131075161,75896683,64317192,99511,193285,100.62,58.26,49.38,1484,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,336,24/11/2021,131379625,76046332,64502180,99511,198067,100.86,58.38,49.52,1521,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,337,25/11/2021,131601135,76164064,64618673,221510,193746,101.03,58.47,49.61,1487,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,338,26/11/2021,131601135,76164064,64618673,221510,190272,101.03,58.47,49.61,1461,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,339,27/11/2021,132097392,76480431,64830452,221510,186798,101.41,58.71,49.77,1434,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,340,28/11/2021,132308788,76609987,64922896,211396,190448,101.57,58.81,49.84,1462,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,341,29/11/2021,132422896,76685147,64971111,114108,192534,101.66,58.87,49.88,1478,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,342,30/11/2021,132636811,76845255,65038728,213915,201345,101.82,58.99,49.93,1546,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,343,01/12/2021,132840902,77011430,65089672,204091,208754,101.98,59.12,49.97,1603,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,344,02/12/2021,133256228,77366309,65166868,415326,236442,102.3,59.39,50.03,1815,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,345,03/12/2021,133256228,77366309,65166868,415326,254047,102.3,59.39,50.03,1950,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,346,04/12/2021,133256228,77366309,65166868,415326,271653,102.3,59.39,50.03,2085,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,347,05/12/2021,134370326,78268776,65422436,415326,294505,103.15,60.09,50.22,2261,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,348,06/12/2021,134370326,78268776,65422436,415326,309247,103.15,60.09,50.22,2374,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,349,07/12/2021,134370326,78268776,65422436,415326,309731,103.15,60.09,50.22,2378,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,350,08/12/2021,135022230,78816099,65543077,415326,311618,103.65,60.51,50.32,2392,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,351,09/12/2021,135481459,79202068,65630611,459229,317890,104.01,60.8,50.38,2440,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,352,10/12/2021,135481459,79202068,65630611,459229,361101,104.01,60.8,50.38,2772,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,353,11/12/2021,136829147,80191983,66003384,459229,404312,105.04,61.56,50.67,3104,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,354,12/12/2021,137169511,80388496,66150375,340364,399884,105.3,61.71,50.78,3070,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,355,13/12/2021,137357032,80503005,66225140,187521,395629,105.45,61.8,50.84,3037,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,356,14/12/2021,137357032,80503005,66225140,187521,471344,105.45,61.8,50.84,3618,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,357,15/12/2021,138851637,81770394,66459570,187521,547058,106.59,62.77,51.02,4200,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,358,16/12/2021,139820373,81785946,66586509,968736,619845,107.34,62.79,51.12,4758,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,359,17/12/2021,139820373,81785946,66586509,968736,614161,107.34,62.79,51.12,4715,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,360,18/12/2021,139820373,81785946,66586509,968736,608477,107.34,62.79,51.12,4671,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,361,19/12/2021,141722544,81810589,66740075,968736,650433,108.8,62.8,51.24,4993,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,362,20/12/2021,148467260,81913687,72694585,6744716,1587175,113.98,62.88,55.81,12184,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,363,21/12/2021,148467260,81913687,72694585,6744716,1481763,113.98,62.88,55.81,11375,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,364,22/12/2021,148467260,81913687,72694585,6744716,1376350,113.98,62.88,55.81,10566,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,365,23/12/2021,148467260,81913687,72694585,6744716,1239304,113.98,62.88,55.81,9514,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,366,24/12/2021,148504910,81914654,72699095,6744716,1150069,114,62.88,55.81,8829,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,367,25/12/2021,148504910,81914654,72699095,6744716,1066078,114,62.88,55.81,8184,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,368,26/12/2021,148504910,81914654,72699095,6744716,982087,114,62.88,55.81,7539,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,369,27/12/2021,148504910,81914654,72699095,6744716,25145,114,62.88,55.81,193,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,370,28/12/2021,148689393,81915851,72751888,6744716,30389,114.15,62.89,55.85,233,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,371,29/12/2021,148689393,81915851,72751888,6744716,37963,114.15,62.89,55.85,291,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,372,30/12/2021,148814260,81916007,72780356,6744716,45538,114.24,62.89,55.87,350,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,373,31/12/2021,148814260,81916007,72780356,6744716,53064,114.24,62.89,55.87,407,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,374,01/01/2022,148938454,81916351,72846741,6744716,55346,114.34,62.89,55.92,425,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,375,02/01/2022,148943207,81916395,72849124,4753,49436,114.34,62.89,55.92,380,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,376,03/01/2022,148943382,81916418,72849255,175,42873,114.34,62.89,55.93,329,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,377,04/01/2022,149382709,82091136,72881907,439327,99045,114.68,63.02,55.95,760,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,378,05/01/2022,149574164,82114490,72979978,191455,117477,114.83,63.04,56.03,902,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,379,06/01/2022,150180676,82152852,73347525,606512,195202,115.29,63.07,56.31,1499,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,380,07/01/2022,150180676,82152852,73347525,606512,278044,115.29,63.07,56.31,2134,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,381,08/01/2022,151464652,82350939,73840012,606512,360885,116.28,63.22,56.69,2770,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,382,09/01/2022,151945143,82407688,74053608,480491,428848,116.65,63.26,56.85,3292,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,383,10/01/2022,152051707,82425639,74107031,106564,444046,116.73,63.28,56.89,3409,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,384,11/01/2022,152315526,82482249,74236740,263819,418974,116.93,63.32,56.99,3216,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,385,12/01/2022,152315526,82482249,74236740,263819,488625,116.93,63.32,56.99,3751,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,386,13/01/2022,153673555,82626877,74761824,263819,498983,117.97,63.43,57.39,3831,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
